CustomerID,SavingsID,AvgBalance
CID-534430,SID-91334,53076
CID-698934,SID-357645,58029
CID-356896,SID-286383,84969
CID-342561,SID-477355,46293
CID-153521,SID-312286,22161
CID-217038,SID-140437,24122
CID-106155,SID-432617,86152
CID-482441,SID-554245,7213
CID-447984,SID-21935,20489
CID-212512,SID-390851,33306
CID-394476,SID-307577,81596
CID-334425,SID-554749,68280
CID-639831,SID-59846,16792
CID-542443,SID-264093,30774
CID-279516,SID-548743,35219
CID-276302,SID-450552,25972
CID-835961,SID-709156,42657
CID-247774,SID-281069,879
CID-142821,SID-860585,47682
CID-111657,SID-341165,64344
CID-810544,SID-816979,31061
CID-367051,SID-176728,17537
CID-778856,SID-748208,60704
CID-272268,SID-229266,16585
CID-297919,SID-620864,60655
CID-889589,SID-747497,68457
CID-214126,SID-594893,71048
CID-189314,SID-501744,90926
CID-71194,SID-11075,61715
CID-243935,SID-732075,2749
CID-548121,SID-517924,74015
CID-844581,SID-221561,83869
CID-240386,SID-742690,35304
CID-461530,SID-585588,81990
CID-859549,SID-279683,54225
CID-510537,SID-765722,96275
CID-359750,SID-299247,4680
CID-865984,SID-95738,31761
CID-287795,SID-93953,21880
CID-159879,SID-262831,76582
CID-561991,SID-225103,27522
CID-370316,SID-719341,7084
CID-829355,SID-174668,41939
CID-704453,SID-383726,22679
CID-846168,SID-51296,72862
CID-204139,SID-519992,85915
CID-887891,SID-181296,48837
CID-292832,SID-780201,72578
CID-787882,SID-284281,3585
CID-309931,SID-289670,28312
CID-621441,SID-855254,63462
CID-189107,SID-808842,17369
CID-281879,SID-100313,92800
CID-491443,SID-599589,37917
CID-58552,SID-454201,86195
CID-67962,SID-97323,2632
CID-276056,SID-877413,61583
CID-95137,SID-862217,94633
CID-524638,SID-728413,49395
CID-54666,SID-79395,46863
CID-323277,SID-642466,37577
CID-294840,SID-890249,27162
CID-840018,SID-661063,70101
CID-145144,SID-416986,88658
CID-783043,SID-716770,72143
CID-526278,SID-425685,59330
CID-232400,SID-645773,61980
CID-22855,SID-278504,63523
CID-824160,SID-294186,79689
CID-357005,SID-443824,35484
CID-475314,SID-328538,5485
CID-787380,SID-461469,75122
CID-101707,SID-234383,63722
CID-223290,SID-141436,51966
CID-56232,SID-206479,12262
CID-152753,SID-70661,73707
CID-702714,SID-591254,50331
CID-807546,SID-794318,51766
CID-463742,SID-795653,48155
CID-388388,SID-713952,59481
CID-479933,SID-499993,29946
CID-260710,SID-582870,28778
CID-570295,SID-47449,40676
CID-97613,SID-28050,2549
CID-299119,SID-323537,7077
CID-388841,SID-301872,89432
CID-385394,SID-537650,10061
CID-330898,SID-39181,22382
CID-875421,SID-351561,31024
CID-478291,SID-795749,86229
CID-288108,SID-493327,7183
CID-617843,SID-331410,55033
CID-488559,SID-424786,77158
CID-241741,SID-849434,73016
CID-776058,SID-895025,20700
CID-654338,SID-284563,75232
CID-482458,SID-588237,89306
CID-872626,SID-243308,33134
CID-45271,SID-603290,37242
CID-673239,SID-765392,52663
CID-813458,SID-495958,85134
CID-648544,SID-425807,4429
CID-451875,SID-549621,98003
CID-389252,SID-462130,48903
CID-740690,SID-351148,24684
CID-664250,SID-589051,53156
CID-461871,SID-771148,6166
CID-762891,SID-807658,72391
CID-512274,SID-838653,72311
CID-759854,SID-810545,50823
CID-249978,SID-718803,72374
CID-159270,SID-553750,73854
CID-708272,SID-600384,88178
CID-131381,SID-713576,3471
CID-479800,SID-364642,38047
CID-183659,SID-399155,2680
CID-302450,SID-205078,45718
CID-672861,SID-677732,68389
CID-594472,SID-513976,91378
CID-213378,SID-743592,50975
CID-494930,SID-492717,83584
CID-382258,SID-366851,70639
CID-449166,SID-493111,28285
CID-637860,SID-860999,86505
CID-204068,SID-94034,31747
CID-275857,SID-276649,94851
CID-623414,SID-399568,9959
CID-552640,SID-611857,63910
CID-320342,SID-284295,41455
CID-799965,SID-814877,36371
CID-379353,SID-270098,54553
CID-291404,SID-739040,22332
CID-501743,SID-35144,15313
CID-417959,SID-741586,71543
CID-32582,SID-446919,46165
CID-584263,SID-23662,85157
CID-628,SID-589023,64173
CID-407440,SID-227195,42513
CID-549437,SID-573612,67436
CID-546525,SID-532585,13317
CID-168182,SID-666365,44893
CID-715340,SID-119180,94379
CID-796706,SID-2349,86766
CID-504998,SID-568422,60865
CID-286968,SID-586540,45165
CID-505997,SID-670962,56170
CID-104740,SID-560706,42795
CID-91084,SID-43547,77909
CID-466527,SID-258829,19086
CID-210498,SID-269395,95890
CID-51722,SID-436739,81550
CID-30053,SID-701387,214
CID-625178,SID-704052,17119
CID-577776,SID-237905,45668
CID-644577,SID-536220,66561
CID-371936,SID-542447,71040
CID-740073,SID-379641,18270
CID-506954,SID-790675,6312
CID-325653,SID-305064,24422
CID-346977,SID-857656,88553
CID-862131,SID-275573,36471
CID-606068,SID-793843,28902
CID-643884,SID-389145,34409
CID-260740,SID-736607,5240
CID-309378,SID-778043,34412
CID-254983,SID-99354,7892
CID-445051,SID-477969,60149
CID-542075,SID-779047,51380
CID-77804,SID-290348,32841
CID-859651,SID-171620,3070
CID-891995,SID-774872,73974
CID-560816,SID-289152,21447
CID-304948,SID-523395,54371
CID-729093,SID-145658,9501
CID-156917,SID-763707,52143
CID-671869,SID-693403,70826
CID-756520,SID-12829,55697
CID-730447,SID-156767,34969
CID-549513,SID-40344,26731
CID-385385,SID-320516,25999
CID-573609,SID-145242,11190
CID-646668,SID-572122,50325
CID-384900,SID-871535,34435
CID-6161,SID-228078,2778
CID-666565,SID-414117,41090
CID-696708,SID-199620,23112
CID-656623,SID-811109,96155
CID-538655,SID-606925,56593
CID-502770,SID-799559,42214
CID-755432,SID-180429,2525
CID-621062,SID-406183,42280
CID-730107,SID-296734,51582
CID-278916,SID-816931,97471
CID-151436,SID-77063,98790
CID-531938,SID-208224,15819
CID-573643,SID-547342,50356
CID-376539,SID-590414,58023
CID-558871,SID-693569,31589
CID-3983,SID-343195,88668
CID-31641,SID-314300,19461
CID-163796,SID-656720,39589
CID-630638,SID-289579,42095
CID-140804,SID-218691,11844
CID-603605,SID-668388,68332
CID-664523,SID-898949,42924
CID-617657,SID-241540,26864
CID-670725,SID-843197,77996
CID-600728,SID-755133,86328
CID-509008,SID-893335,77232
CID-852073,SID-573539,14129
CID-529750,SID-251189,18964
CID-404473,SID-821353,93337
CID-155515,SID-151303,51312
CID-148440,SID-266231,89545
CID-288270,SID-372894,65165
CID-768721,SID-430912,72068
CID-350616,SID-238028,53020
CID-569356,SID-872348,45453
CID-776791,SID-240249,87319
CID-852011,SID-95987,11956
CID-520962,SID-451116,59835
CID-42388,SID-894878,97370
CID-43664,SID-845308,49942
CID-453527,SID-590946,48926
CID-738424,SID-446661,90652
CID-586443,SID-746860,85775
CID-440132,SID-644813,44691
CID-119836,SID-214859,82737
CID-768242,SID-506512,4950
CID-201508,SID-498514,33211
CID-868068,SID-557289,20851
CID-104577,SID-59257,56925
CID-493086,SID-522094,45614
CID-50633,SID-814710,25428
CID-766501,SID-34262,93398
CID-262395,SID-743618,62511
CID-265649,SID-534943,25065
CID-430300,SID-894229,99594
CID-641644,SID-241304,60512
CID-711331,SID-77993,68426
CID-309397,SID-397313,81594
CID-895185,SID-850060,74860
CID-88753,SID-129049,60966
CID-837957,SID-328053,77727
CID-867764,SID-12716,23452
CID-153553,SID-636999,84458
CID-763697,SID-791094,75172
CID-579508,SID-341995,21854
CID-87746,SID-513355,43033
CID-795084,SID-295923,4969
CID-441357,SID-643704,6554
CID-685821,SID-291613,73196
CID-35201,SID-165475,65660
CID-64390,SID-207832,88708
CID-654012,SID-94799,93552
CID-344022,SID-336557,55433
CID-30001,SID-189030,65388
CID-733497,SID-32628,66959
CID-366754,SID-515947,31800
CID-632787,SID-585068,37643
CID-443407,SID-860003,30547
CID-410583,SID-210206,68865
CID-221756,SID-702151,19754
CID-602457,SID-638923,81166
CID-585984,SID-456292,50032
CID-41881,SID-762068,51956
CID-676727,SID-209314,81973
CID-784112,SID-701973,71378
CID-848009,SID-95871,57638
CID-558913,SID-769795,29033
CID-189876,SID-88133,49642
CID-180760,SID-660855,9422
CID-2020,SID-788788,28857
CID-494706,SID-717341,77398
CID-697900,SID-143811,73360
CID-832933,SID-42090,12484
CID-499877,SID-361822,66461
CID-409866,SID-581409,91180
CID-847486,SID-236750,8944
CID-896415,SID-532978,14763
CID-363584,SID-506006,20156
CID-676113,SID-500956,80988
CID-21431,SID-899359,88327
CID-159065,SID-347030,27985
CID-267172,SID-66523,53756
CID-685950,SID-449121,49020
CID-642719,SID-333016,5741
CID-214900,SID-848013,52023
CID-825648,SID-199271,66847
CID-161411,SID-449293,13429
CID-836993,SID-258039,3800
CID-747672,SID-61811,8072
CID-5123,SID-343449,12358
CID-558279,SID-158958,86666
CID-527480,SID-652452,53295
CID-708189,SID-726175,95457
CID-333123,SID-241814,2172
CID-662375,SID-256077,22728
CID-38883,SID-341073,92033
CID-158868,SID-886945,32533
CID-524803,SID-451364,33687
CID-624532,SID-499359,99509
CID-198733,SID-426503,1776
CID-1820,SID-658158,54639
CID-143215,SID-702791,20428
CID-755701,SID-208373,22425
CID-772311,SID-622898,62656
CID-288528,SID-347065,16335
CID-71927,SID-17623,43830
CID-711675,SID-60862,64992
CID-496640,SID-634264,35122
CID-605153,SID-435336,25302
CID-205259,SID-306644,31397
CID-138937,SID-9659,2537
CID-891403,SID-764344,39920
CID-873747,SID-147835,17592
CID-57841,SID-487038,26212
CID-282928,SID-465793,2314
CID-837921,SID-817025,70248
CID-142439,SID-208705,54795
CID-752972,SID-844322,68004
CID-366809,SID-319923,61784
CID-716824,SID-319075,28862
CID-38311,SID-137104,45331
CID-189653,SID-578857,54999
CID-119409,SID-66530,3637
CID-197565,SID-554519,16016
CID-508843,SID-50726,2494
CID-372361,SID-748482,79224
CID-332857,SID-827032,33609
CID-513039,SID-586951,80717
CID-73516,SID-594287,18957
CID-318247,SID-829683,51960
CID-297161,SID-521365,51851
CID-495084,SID-431221,18199
CID-222843,SID-31533,59453
CID-185334,SID-338389,5216
CID-510108,SID-756672,13544
CID-397304,SID-446953,97649
CID-57181,SID-198213,53049
CID-681712,SID-851386,24741
CID-210167,SID-368443,41619
CID-320745,SID-471991,2295
CID-694656,SID-765631,48538
CID-772923,SID-171715,62776
CID-555715,SID-766678,61494
CID-784825,SID-793656,39300
CID-286408,SID-536251,55195
CID-171908,SID-348331,87805
CID-712603,SID-619046,8432
CID-803280,SID-500488,34234
CID-786832,SID-720616,59495
CID-507463,SID-747628,79475
CID-357843,SID-634892,73520
CID-128215,SID-36282,51389
CID-120056,SID-393254,82510
CID-317896,SID-87705,38268
CID-792205,SID-516992,12809
CID-87493,SID-734712,15446
CID-598132,SID-591972,34022
CID-499543,SID-832223,22587
CID-820453,SID-475613,94852
CID-663244,SID-413265,79605
CID-425318,SID-348035,97415
CID-818323,SID-217452,37380
CID-276137,SID-509539,84561
CID-30467,SID-879595,50424
CID-96270,SID-541757,21107
CID-666121,SID-57965,39538
CID-405905,SID-116923,62089
CID-235299,SID-733502,87582
CID-568467,SID-145434,54077
CID-542351,SID-29776,31550
CID-505062,SID-183521,27255
CID-465296,SID-303662,56315
CID-173273,SID-424170,40852
CID-92998,SID-240051,41283
CID-96031,SID-65540,14478
CID-15288,SID-832916,72633
CID-685108,SID-869054,33167
CID-641505,SID-712459,39532
CID-531153,SID-680251,11032
CID-640347,SID-490607,42793
CID-576988,SID-690193,91650
CID-525299,SID-895579,19945
CID-728453,SID-889618,86014
CID-876065,SID-807474,17783
CID-818569,SID-743737,69223
CID-731643,SID-877446,54259
CID-543162,SID-817295,76496
CID-249782,SID-368617,36672
CID-385988,SID-794773,28097
CID-378251,SID-700135,20811
CID-506632,SID-288493,17705
CID-337914,SID-133322,28977
CID-362992,SID-3013,98538
CID-615655,SID-319540,40540
CID-873937,SID-659850,70426
CID-481707,SID-782268,55067
CID-342140,SID-537459,5927
CID-780543,SID-574846,93610
CID-321742,SID-734747,23958
CID-717698,SID-406149,13916
CID-890567,SID-382850,92646
CID-1191,SID-50668,55482
CID-885065,SID-719433,4514
CID-752271,SID-274502,9777
CID-668742,SID-31574,79010
CID-106324,SID-298187,61367
CID-810906,SID-523119,10675
CID-628612,SID-316598,75006
CID-790599,SID-247125,93176
CID-436420,SID-842710,9755
CID-513007,SID-305664,80057
CID-624487,SID-888446,7269
CID-64096,SID-366151,91335
CID-849384,SID-241941,65659
CID-541111,SID-867468,75036
CID-428829,SID-642769,4450
CID-370631,SID-382842,22268
CID-755326,SID-439134,19332
CID-611401,SID-505445,37085
CID-660109,SID-361141,47426
CID-103833,SID-832590,17131
CID-27827,SID-91696,49557
CID-255165,SID-886927,67618
CID-520561,SID-725270,95368
CID-539578,SID-486171,92889
CID-877146,SID-694486,72526
CID-133903,SID-236158,82741
CID-700957,SID-856517,62078
CID-564917,SID-608286,51611
CID-477096,SID-319937,20162
CID-735754,SID-659677,39802
CID-71352,SID-580898,1022
CID-164537,SID-13247,35798
CID-840891,SID-573448,64456
CID-516924,SID-163428,21043
CID-894949,SID-686016,52869
CID-24656,SID-17897,2591
CID-421939,SID-75643,75240
CID-257266,SID-498651,88305
CID-761172,SID-89803,52605
CID-896730,SID-335186,64682
CID-855396,SID-747458,9395
CID-103930,SID-629611,22557
CID-350080,SID-412479,57179
CID-638694,SID-48160,60099
CID-51381,SID-407747,64954
CID-438275,SID-30485,973
CID-552338,SID-446814,86562
CID-732172,SID-27072,14123
CID-571969,SID-544425,99386
CID-417047,SID-135339,30245
CID-56799,SID-516391,14588
CID-609191,SID-882889,21504
CID-434168,SID-43603,5874
CID-199765,SID-674136,14625
CID-737238,SID-606073,38970
CID-512698,SID-559192,64022
CID-748816,SID-163580,59394
CID-280856,SID-780218,74313
CID-574113,SID-739252,79743
CID-852236,SID-615647,3633
CID-26372,SID-20328,38758
CID-193290,SID-673881,24963
CID-451540,SID-496276,54908
CID-858061,SID-808881,46434
CID-338306,SID-376752,98748
CID-471340,SID-185385,83515
CID-248821,SID-10792,76019
CID-312093,SID-36105,14280
CID-384140,SID-174623,32529
CID-549169,SID-874451,74168
CID-664394,SID-124252,82669
CID-643420,SID-534437,75831
CID-164553,SID-347722,35947
CID-558001,SID-92315,51749
CID-17140,SID-726147,74050
CID-1863,SID-899420,24697
CID-98936,SID-495876,29809
CID-498172,SID-411424,4920
CID-174190,SID-565447,5754
CID-279922,SID-732717,90441
CID-37533,SID-618781,76846
CID-158188,SID-265652,14206
CID-823973,SID-860119,15221
CID-327313,SID-394622,80190
CID-196348,SID-254927,13234
CID-591654,SID-387140,76381
CID-360781,SID-203341,3491
CID-353009,SID-697752,86204
CID-496484,SID-527046,45404
CID-599715,SID-316089,24145
CID-320183,SID-603968,20591
CID-290531,SID-94823,45170
CID-700594,SID-779238,64993
CID-368311,SID-446344,54258
CID-845309,SID-559064,88405
CID-776068,SID-374532,86509
CID-475981,SID-619214,63875
CID-703761,SID-470753,53354
CID-527723,SID-606134,63867
CID-605915,SID-116273,98330
CID-866622,SID-263760,82728
CID-826677,SID-767177,785
CID-796988,SID-429876,59430
CID-534513,SID-557699,52047
CID-654160,SID-619890,19021
CID-280628,SID-249009,21060
CID-117197,SID-567176,17083
CID-78451,SID-684852,41409
CID-151579,SID-271638,64171
CID-192737,SID-214914,18482
CID-229319,SID-704955,64608
CID-868163,SID-312961,94322
CID-414010,SID-13590,21744
CID-302592,SID-15360,3059
CID-254439,SID-766093,37302
CID-585788,SID-202048,8605
CID-681524,SID-525076,32667
CID-3593,SID-690304,78940
CID-197804,SID-412915,27407
CID-540302,SID-670839,36405
CID-181137,SID-228335,15271
CID-74860,SID-536165,95081
CID-760800,SID-654542,20024
CID-401939,SID-463905,53234
CID-650092,SID-427004,84756
CID-819816,SID-663367,28435
CID-829803,SID-215715,41673
CID-789430,SID-546572,23476
CID-738350,SID-370386,49771
CID-750165,SID-19317,83612
CID-289878,SID-479207,7135
CID-196826,SID-456289,3977
CID-532218,SID-388493,64742
CID-310619,SID-859764,26894
CID-305370,SID-40570,89492
CID-731661,SID-873785,72906
CID-498484,SID-702549,85852
CID-572943,SID-500465,4562
CID-377692,SID-546497,88248
CID-320143,SID-287489,23492
CID-583095,SID-627292,62518
CID-642642,SID-333098,16803
CID-446737,SID-234530,50431
CID-111716,SID-237993,80625
CID-84884,SID-125806,93402
CID-87869,SID-493209,4159
CID-20577,SID-699267,64063
CID-649862,SID-194640,57762
CID-261067,SID-341880,31763
CID-153425,SID-239605,89633
CID-6991,SID-201193,54135
CID-376372,SID-591378,84784
CID-511995,SID-23473,28236
CID-589927,SID-172296,29328
CID-896006,SID-224906,39222
CID-203189,SID-826318,40946
CID-483482,SID-276050,36258
CID-623711,SID-348074,32607
CID-20420,SID-819135,53567
CID-846274,SID-714616,57776
CID-684527,SID-463240,93634
CID-360910,SID-140232,46468
CID-372647,SID-294665,37141
CID-509372,SID-733649,58963
CID-784944,SID-725966,84113
CID-312944,SID-286309,60437
CID-755716,SID-633038,70245
CID-508725,SID-408409,4209
CID-519097,SID-538697,30292
CID-58254,SID-108846,33765
CID-345995,SID-110979,1657
CID-244806,SID-338849,32310
CID-679772,SID-34759,50635
CID-829595,SID-23141,41453
CID-772941,SID-828530,99872
CID-695478,SID-584679,66858
CID-193684,SID-431311,80285
CID-57364,SID-419850,26615
CID-314292,SID-31434,88009
CID-666503,SID-799582,46140
CID-896427,SID-7492,16095
CID-800905,SID-828601,9298
CID-894813,SID-137665,76036
CID-705261,SID-109883,19240
CID-658535,SID-714095,64236
CID-349193,SID-397008,21343
CID-182355,SID-92737,88541
CID-575899,SID-577517,55884
CID-562090,SID-303764,43817
CID-555374,SID-268883,43468
CID-898910,SID-135731,48216
CID-395309,SID-39679,60755
CID-826803,SID-183013,59532
CID-661782,SID-7670,90951
CID-379184,SID-676574,41775
CID-705800,SID-723596,24992
CID-326908,SID-239231,46612
CID-809090,SID-294088,69899
CID-599266,SID-556008,76467
CID-776204,SID-326307,1181
CID-644137,SID-618756,49466
CID-414375,SID-850267,39968
CID-279052,SID-342289,49184
CID-461940,SID-540889,63660
CID-519284,SID-635226,99673
CID-490731,SID-539980,59090
CID-404924,SID-514824,77571
CID-718472,SID-345983,39692
CID-211021,SID-285253,85370
CID-799676,SID-86688,25487
CID-271021,SID-761849,33570
CID-56949,SID-548788,40248
CID-41035,SID-116066,70387
CID-799087,SID-685120,31039
CID-753238,SID-6897,99116
CID-322062,SID-681048,83461
CID-864237,SID-458830,96471
CID-659073,SID-656171,23736
CID-387309,SID-550024,89534
CID-57334,SID-577352,19453
CID-110875,SID-379244,44686
CID-57369,SID-444486,89577
CID-886242,SID-26577,18375
CID-764507,SID-429098,81415
CID-680,SID-21200,82855
CID-208317,SID-212547,83946
CID-219229,SID-393157,64832
CID-260421,SID-334889,29023
CID-642605,SID-579128,87901
CID-559648,SID-234454,82163
CID-93040,SID-707579,68600
CID-308856,SID-899535,64710
CID-787707,SID-278996,88298
CID-264802,SID-403349,86306
CID-51706,SID-632286,54670
CID-232586,SID-61744,93716
CID-844143,SID-898560,64321
CID-349043,SID-112025,20616
CID-22286,SID-794711,28768
CID-557135,SID-833407,9943
CID-76979,SID-758075,15049
CID-869386,SID-420679,85714
CID-365380,SID-123217,64934
CID-203257,SID-605040,38738
CID-583599,SID-129281,13734
CID-27991,SID-842107,75164
CID-261913,SID-874305,54218
CID-288093,SID-334537,29467
CID-442182,SID-56644,1852
CID-352936,SID-84435,90089
CID-314852,SID-147214,67230
CID-644971,SID-750106,59116
CID-307453,SID-590395,48271
CID-857361,SID-643956,80227
CID-653924,SID-703681,1646
CID-37621,SID-503747,21310
CID-803555,SID-899158,35477
CID-366162,SID-875544,8953
CID-476845,SID-315755,78188
CID-411988,SID-18185,23362
CID-509197,SID-359175,83532
CID-679637,SID-304420,80992
CID-415665,SID-610496,10099
CID-635780,SID-80318,81421
CID-85294,SID-636542,46640
CID-175240,SID-234453,5990
CID-26788,SID-257103,89848
CID-727547,SID-820147,46201
CID-897418,SID-69300,80858
CID-188031,SID-399795,20455
CID-755315,SID-590201,1174
CID-69676,SID-165234,59781
CID-839163,SID-798290,59460
CID-753308,SID-385503,72596
CID-600357,SID-493221,83104
CID-39124,SID-649691,35321
CID-518355,SID-74820,42200
CID-180538,SID-435284,93323
CID-549605,SID-203603,61073
CID-766509,SID-455494,97478
CID-538172,SID-645057,43997
CID-326300,SID-701794,71584
CID-233706,SID-873529,36038
CID-630969,SID-482814,93351
CID-246763,SID-432100,67134
CID-132667,SID-736710,31363
CID-206077,SID-262287,55327
CID-180849,SID-779537,85767
CID-68659,SID-817605,63928
CID-221192,SID-836387,36500
CID-104912,SID-125654,64335
CID-290718,SID-741906,3329
CID-899349,SID-542277,1253
CID-283479,SID-235363,85672
CID-597594,SID-258250,39944
CID-138636,SID-666864,64941
CID-823004,SID-774465,34402
CID-179179,SID-589583,55333
CID-123217,SID-421933,27421
CID-496920,SID-757893,1194
CID-99722,SID-10261,94034
CID-631247,SID-607158,46579
CID-673482,SID-728708,65159
CID-658832,SID-503250,15663
CID-724359,SID-886610,6043
CID-224251,SID-807940,11501
CID-220803,SID-692698,31952
CID-765845,SID-189347,4079
CID-496134,SID-494720,74660
CID-749860,SID-845161,52329
CID-349416,SID-399019,15953
CID-306225,SID-603136,57582
CID-288872,SID-255913,27111
CID-561584,SID-828966,96928
CID-273256,SID-10353,27823
CID-135677,SID-855182,30479
CID-588934,SID-49276,76121
CID-579907,SID-381785,76701
CID-37003,SID-21407,2763
CID-186638,SID-683187,31982
CID-326468,SID-292600,3564
CID-846024,SID-550673,49258
CID-340907,SID-380437,53632
CID-702036,SID-115315,73383
CID-93845,SID-462097,67175
CID-15200,SID-576021,97269
CID-538699,SID-205389,37919
CID-587373,SID-524802,90428
CID-404649,SID-870673,26044
CID-636568,SID-26040,93544
CID-887137,SID-138325,38200
CID-256472,SID-433460,74483
CID-673748,SID-5817,56476
CID-34573,SID-58797,1318
CID-270689,SID-589047,97872
CID-591301,SID-265277,55157
CID-406491,SID-479643,61211
CID-498026,SID-340678,15555
CID-308010,SID-71490,21762
CID-716304,SID-146961,76217
CID-77206,SID-758790,58784
CID-354079,SID-475447,56356
CID-767822,SID-453220,15905
CID-366117,SID-480444,97793
CID-128851,SID-161877,11177
CID-372488,SID-469715,80536
CID-354973,SID-18065,80950
CID-327938,SID-216980,59530
CID-86965,SID-518295,7530
CID-253730,SID-52004,75119
CID-79119,SID-756317,77501
CID-590735,SID-404839,8854
CID-58478,SID-316991,65190
CID-477881,SID-84189,84341
CID-801231,SID-119899,21451
CID-804233,SID-661276,85203
CID-380653,SID-246621,9318
CID-206532,SID-162782,56143
CID-841104,SID-722509,58384
CID-6515,SID-635398,98792
CID-343281,SID-225365,19245
CID-690821,SID-326410,93756
CID-424816,SID-220755,88580
CID-681122,SID-844754,49510
CID-583962,SID-495986,26762
CID-95930,SID-841971,99106
CID-72059,SID-221993,1492
CID-184749,SID-337604,79101
CID-292438,SID-68581,21406
CID-131127,SID-64956,86701
CID-89371,SID-359078,33416
CID-487031,SID-124996,6892
CID-339045,SID-64336,26035
CID-878202,SID-382933,97672
CID-371292,SID-325415,93324
CID-267943,SID-47423,35258
CID-650534,SID-621090,93167
CID-649187,SID-443204,18000
CID-324605,SID-541573,92068
CID-150749,SID-710342,26901
CID-716498,SID-304414,46733
CID-808963,SID-137054,28785
CID-87016,SID-423969,7528
CID-23728,SID-244499,49108
CID-27539,SID-47390,5243
CID-450720,SID-762655,27884
CID-632181,SID-193615,92478
CID-255788,SID-77679,78146
CID-482209,SID-555206,14701
CID-303439,SID-329785,146
CID-757757,SID-587850,55453
CID-521774,SID-674825,64421
CID-154986,SID-141075,94682
CID-655807,SID-191504,7687
CID-734069,SID-452302,325
CID-635951,SID-463092,4437
CID-88564,SID-533264,48962
CID-755175,SID-819552,51333
CID-190202,SID-674569,98760
CID-271572,SID-836054,37972
CID-536685,SID-445722,78538
CID-518838,SID-432759,49719
CID-501674,SID-402626,82026
CID-56368,SID-386585,25425
CID-249548,SID-659927,84023
CID-73911,SID-741177,85897
CID-499368,SID-144605,95696
CID-634438,SID-767050,6082
CID-410420,SID-598841,2038
CID-440665,SID-889698,46984
CID-294696,SID-54046,93032
CID-616925,SID-689788,25772
CID-158199,SID-39254,28092
CID-230401,SID-853485,25847
CID-620107,SID-407512,61827
CID-411061,SID-653303,18508
CID-811539,SID-770541,28658
CID-60905,SID-521755,55417
CID-867481,SID-507771,37221
CID-624867,SID-642889,5113
CID-222721,SID-352283,51895
CID-578409,SID-737839,96576
CID-597146,SID-188668,84557
CID-223562,SID-628969,53761
CID-818505,SID-350026,16109
CID-522137,SID-819929,53103
CID-705548,SID-67069,8003
CID-48677,SID-887463,7014
CID-477632,SID-50529,92663
CID-544569,SID-769453,66753
CID-19938,SID-563495,22765
CID-769854,SID-238306,63010
CID-226547,SID-202082,88376
CID-309980,SID-887553,31028
CID-132873,SID-764646,98923
CID-209447,SID-74645,62228
CID-877665,SID-727195,40546
CID-716542,SID-11011,12392
CID-727822,SID-267702,34163
CID-512049,SID-259221,29627
CID-716463,SID-50938,76337
CID-615738,SID-532341,41731
CID-560070,SID-726203,4776
CID-604733,SID-280144,24005
CID-584716,SID-296953,50081
CID-104895,SID-750486,63095
CID-649874,SID-591364,60639
CID-705128,SID-175031,26169
CID-732017,SID-689304,2987
CID-579634,SID-133220,39035
CID-754021,SID-161498,36015
CID-534647,SID-625836,82275
CID-867576,SID-460762,13430
CID-430425,SID-517136,94792
CID-639284,SID-672971,17992
CID-71593,SID-558692,6690
CID-652658,SID-587848,33419
CID-215564,SID-207528,58950
CID-537431,SID-480045,92019
CID-423647,SID-48614,95284
CID-493858,SID-601446,54918
CID-206438,SID-110971,74398
CID-495716,SID-659360,32280
CID-240024,SID-318154,83853
CID-341871,SID-2073,39874
CID-99099,SID-630461,78829
CID-763493,SID-102126,81327
CID-306156,SID-296388,60442
CID-484057,SID-605136,69426
CID-480789,SID-419567,35931
CID-833819,SID-319323,5909
CID-147015,SID-707177,22283
CID-498316,SID-138814,20941
CID-845871,SID-204685,80796
CID-464229,SID-673636,14352
CID-674275,SID-808088,84945
CID-374716,SID-515657,26997
CID-798964,SID-532796,15302
CID-315161,SID-340666,19806
CID-274427,SID-714770,80004
CID-209256,SID-653122,40153
CID-530926,SID-690761,27225
CID-388416,SID-217531,21248
CID-644614,SID-256088,80479
CID-666235,SID-326896,35608
CID-791817,SID-310945,89257
CID-664444,SID-387157,16926
CID-36377,SID-733164,5996
CID-862553,SID-509645,94096
CID-801471,SID-253630,93211
CID-872655,SID-725690,82296
CID-732817,SID-348121,60494
CID-131905,SID-899521,70790
CID-65598,SID-471101,57710
CID-554428,SID-626447,71181
CID-493920,SID-642781,68099
CID-623813,SID-77304,80458
CID-834614,SID-65490,24257
CID-843603,SID-273868,5492
CID-107727,SID-340063,68996
CID-779719,SID-434273,79898
CID-702824,SID-186571,94008
CID-798857,SID-196988,69884
CID-783515,SID-341025,88475
CID-800567,SID-451486,24290
CID-543025,SID-21848,25876
CID-758974,SID-80697,12600
CID-700241,SID-528268,13803
CID-217763,SID-362320,1497
CID-795605,SID-149360,46200
CID-211210,SID-185176,22103
CID-485163,SID-727191,88710
CID-599841,SID-796658,36579
CID-191669,SID-103164,39798
CID-648457,SID-300971,45848
CID-466798,SID-568116,47897
CID-742094,SID-858963,11272
CID-624257,SID-215277,62057
CID-315208,SID-535381,39295
CID-116967,SID-505922,65705
CID-446074,SID-414048,53426
CID-894071,SID-592253,6959
CID-230196,SID-91963,15581
CID-226555,SID-178060,23893
CID-855521,SID-243237,55124
CID-844963,SID-63213,26390
CID-224459,SID-459561,94606
CID-192638,SID-393572,64043
